#FeatureID	FAME000001_good_out	FAME000002_good_out	FAME000003_good_out	FAME000004_good_out	FAME000005_good_out	FAME000006_good_out	FAME000007_good_out	FAME000008_good_out	FAME000009_good_out	FAME000010_good_out	FAME000011_good_out	FAME000012_good_out	FAME000013_good_out	FAME000014_good_out	FAME000015_good_out	FAME000016_good_out	FAME000017_good_out	FAME000018_good_out	FAME000019_good_out	FAME000020_good_out	FAME000022_good_out	FAME000023_good_out
N8643	1	0	1	0	4	0	5	2	1	6	1	0	8	1	0	11	0	4	0	4	3	0
N8645	429	1	49	66	186	2	130	202	1	186	3	4	220	76	0	130	0	156	286	120	198	4
N8648	4	2	0	2	7	0	6	7	0	6	0	0	9	10	0	17	1	14	2	12	5	0
N8649	67	1	4	2	48	0	28	115	8	125	0	0	160	118	4	120	1	149	2	94	85	7
N8650	7	0	0	2	2	0	4	2	0	6	0	2	4	2	0	14	0	8	0	6	0	0
N8651	6	0	0	2	10	0	2	4	0	24	2	2	13	12	2	4	4	16	0	12	11	4
N8652	1	1	0	0	4	10	0	2	4	2	0	0	2	13	2	6	0	2	90	6	4	4
N8653	0	0	0	2	5	0	1	6	3	10	0	10	6	2	0	10	2	9	8	14	6	0
N8654	6	0	0	0	5	0	3	30	0	38	2	0	45	44	0	17	0	14	0	0	0	0
N8655	0	0	0	0	2	0	0	0	0	0	0	0	3	2	0	0	0	0	4	0	2	0
N8656	4	0	0	2	8	0	0	5	0	13	0	0	18	2	0	6	0	10	4	8	4	0
N8657	266	1	198	5	329	2	180	390	0	471	0	2	935	483	3	441	1	593	4	425	533	0
N8658	9	0	2	3	20	4	8	26	2	22	0	4	30	41	2	46	12	39	8	32	28	2
N8659	13	0	2	0	13	0	12	14	0	27	0	0	24	15	0	14	0	13	0	0	17	0
N8660	3	0	0	0	17	2	4	17	0	14	0	2	10	10	0	31	0	24	5	20	9	2
N8661	298657	876	12736	889	181883	1096	124818	345573	458	362529	520	371	461776	460077	1829	765508	1652	818396	1281	793513	728504	1276
N8662	731443	2199	32592	2373	678293	2426	347256	932419	1307	1004531	1379	903	1366623	1127060	4521	2069785	4522	2097138	3566	1932678	1713573	2985
N8663	3	0	4	0	21	4	2	11	0	21	0	4	14	12	0	21	0	13	0	17	12	0
N8664	12	0	0	0	7	2	11	19	1	13	0	0	36	15	0	23	0	28	0	27	33	0
N8666	20	3	2	0	18	10	0	27	2	35	2	3	33	39	2	48	0	18	12	38	24	0
N8667	90	0	168	29	223	4	108	179	12	232	2	0	222	246	29	133	4	162	0	110	146	49
N8668	9	4	4	1	5	6	0	13	0	10	3	0	13	12	1	13	0	6	2	7	5	0
N8669	289	0	45	0	383	4	256	660	0	617	6	5	590	471	3	700	2	673	2	677	647	0
N8670	4	0	2	0	29	0	2	11	2	16	2	2	5	12	2	12	0	24	0	18	18	0
N8671	4624	425	5578	56	11134	2085	1730	4971	25	6480	35	21	6061	5337	226	5516	37	5673	37	4277	5692	85
N8672	292	0	68	2	216	42	96	171	2	243	26	15	257	192	49	237	2	243	58	213	295	18
N8673	2	0	4	8	6	4	14	4	5	6	0	2	6	4	14	9	4	6	0	2	2	4
N8674	4	1	4	1	14	12	0	9	1	6	7	14	12	7	0	4	1	20	4	8	9	2
N8675	8	1	4	8	14	27	3	9	13	5	11	4	19	19	15	5	4	11	7	8	2	10
N8677	18	12	10	19	42	9	9	23	15	20	2	7	24	26	21	19	23	16	28	40	17	14
N8678	263	621	272	3	380	29	730	334	5	379	55	1949	363	397	86	405	8	517	47	505	281	3
N868	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8680	650	22	486	260	863	88	321	766	54	1021	13	37	926	1069	329	1088	356	1008	74	1073	818	362
N8687	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
N8688	321	0	396	0	453	5	282	308	4	370	12	2	245	323	3	419	2	386	4	293	271	154
N8689	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
N869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
N8690	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
N8691	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0
N8693	0	0	0	0	4	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
N8694	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
N8697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
N8702	3	6	3	2	6	2	1	4	2	3	0	0	1	2	4	3	0	3	0	0	0	0
N8703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
N8704	1	0	2	0	1	2	0	0	1	0	0	1	66	0	0	1	1	1	0	0	0	0
N8705	2	0	0	1	3	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
N8707	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	2	0	0	1	0	0	0
N8709	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8711	0	2	0	0	2	0	4	0	8	0	4	4	8	8	0	10	12	2	6	2	8	0
N8712	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0
N8713	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0
N8714	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
N8715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
N8716	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
N8718	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
N8720	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
N8722	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
N8724	51	0	30	0	137	0	14	44	2	54	2	1	79	34	0	20	0	31	0	11	46	0
N8727	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0
N8730	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0
N8732	37	23	42	2	79	136	1	60	18	96	34	13	31	34	49	3	73	119	1	55	89	22
N8733	0	0	0	2	4	2	0	6	0	0	2	1	0	5	0	0	8	0	0	4	1	2
N8734	381	838	84	105	962	140	4	937	6	89	1175	174	259	660	66	72	762	112	13	711	57	779
N8735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
N8739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
N8740	32	0	4	0	22	0	12	52	0	82	0	0	80	43	0	89	2	86	0	22	132	0
N8741	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8742	0	2	0	2	0	354	2	2	0	0	0	0	0	0	2	2	9	0	0	0	0	0
N8743	0	0	0	0	2	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8744	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8745	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8746	2	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8747	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
N8749	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8750	0	0	0	0	0	411	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0
N8751	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0
N8752	0	0	2	0	2	645	2	2	0	0	0	0	0	0	2	0	55	0	0	0	0	0
N8754	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
N8755	35	2	5	0	93	6	18	70	2	74	0	0	114	81	0	36	0	21	0	52	47	0
N8756	2	0	0	0	7	3	2	1	0	3	0	0	2	2	0	2	2	1	0	0	3	0
N8760	38	0	1	0	48	0	0	16	0	36	0	0	23	38	0	0	0	6	0	25	24	0
N8761	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
N8764	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
N8767	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
N8768	199	2	21	2	240	12	50	172	0	208	0	2	216	222	0	68	0	67	0	149	100	0
N8769	217	0	27	0	205	4	39	119	0	190	0	0	193	161	0	30	0	48	0	111	92	0
N8770	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
N8771	6	0	0	0	2	0	0	0	0	0	0	0	2	4	0	0	0	0	0	2	0	0
N8772	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
N8773	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0
N8774	77	0	5	0	115	0	9	14	0	42	0	0	46	34	0	1	0	14	0	33	10	0
N8775	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8777	374	3	72	0	352	1	40	117	0	190	0	0	219	160	0	73	2	84	0	168	141	0
N8778	88	1	13	0	104	0	16	10	0	31	0	0	20	40	0	5	0	7	0	45	18	1
N8779	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	0
N8780	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8781	536	2	49	2	472	2	73	220	0	270	0	0	261	277	0	75	0	98	0	313	315	0
N8782	82	0	8	0	64	2	4	12	0	41	0	0	18	14	2	8	0	13	0	19	53	0
N8783	47	0	1	0	46	0	2	7	0	31	0	0	8	25	0	4	2	5	0	14	32	0
N8789	37	13	64	10	52	21	12	38	3	46	4	6	34	57	23	35	8	46	4	45	24	2
N8791	2	0	0	0	0	4	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
N8794	2	0	0	0	0	0	0	2	0	0	0	0	10	2	0	2	0	0	0	6	2	0
N8797	0	0	2	0	0	2	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
N8802	4	0	0	0	0	0	0	14	0	4	0	0	2	6	0	14	0	0	0	2	0	0
N8803	5	3	5	0	28	16	0	7	0	7	6	2	3	11	0	11	0	10	0	6	2	0
N8806	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
N8807	2	0	0	0	0	0	0	0	0	2	0	0	4	2	0	0	0	4	0	2	0	0
N8812	2	0	1	0	6	0	3	5	0	3	0	0	1	4	0	0	0	2	0	3	0	0
N8817	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
N8819	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8823	0	0	2	2	2	4	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2
N8825	4	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0
N8826	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8829	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
N8834	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8838	108	2	2	0	34	0	37	54	0	66	1	0	89	23	2	102	0	604	0	14	458	2
N8848	2	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0
N8853	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
N8854	2	11	2	4	4	16	0	5	0	1	0	5	2	7	4	6	6	3	0	5	0	0
N8855	4	0	14	0	11	0	2	15	0	10	2	0	7	14	0	13	0	18	0	7	2	0
N8856	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N8858	0	0	0	0	0	0	0	0	0	10	0	0	4	4	0	0	0	1	0	1	3	0
N8859	12	0	0	1	5	0	5	3	2	10	0	0	14	3	2	4	2	5	2	4	15	0
N8860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0
N8862	0	0	0	0	3	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0
N8863	1	0	0	0	0	0	0	0	2	2	0	0	8	2	0	0	0	3	0	0	3	0
N8866	0	0	0	0	0	0	2	0	0	0	0	0	1	5	0	2	0	2	0	1	2	0
N8868	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	1	2	0	0	0
N8870	24	0	2	0	28	0	57	109	4	183	0	0	146	112	2	237	0	325	2	286	178	0
N8871	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
N8872	3	0	0	0	0	8	0	2	0	0	0	0	0	5	0	0	0	0	0	2	0	0
N8873	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	1	0
N8875	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
N8876	0	0	2	1	2	4	0	6	4	1	0	0	0	2	4	1	0	1	0	2	3	0
N8877	0	1	0	0	2	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	1	0
N8881	13	0	1	0	2	2	4	13	0	7	0	0	15	12	3	10	2	21	0	24	18	0
N8882	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
N8883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
N8884	0	1	1	0	6	0	0	2	2	4	1	0	8	2	3	0	1	0	0	3	0	0
N8885	0	0	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	1	0
N8886	0	0	5	0	2	0	3	0	0	4	0	0	10	5	0	0	0	2	0	0	6	0
N8887	11	0	0	0	37	0	23	26	0	66	0	0	186	94	0	16	1	48	0	27	57	4
N8888	28	0	2	0	27	0	15	39	0	70	0	0	106	36	2	26	0	42	0	21	60	0
N8889	20	0	5	1	37	7	8	8	3	54	0	0	150	47	2	14	2	33	0	16	74	4
N8890	68	0	3	0	139	4	79	75	0	206	0	0	529	236	4	77	0	110	3	50	254	0
N8892	264	0	10	0	372	3	237	224	0	728	1	0	1762	637	2	252	7	356	5	206	734	3
N8895	1632	438	927	12	2484	7	2783	2267	2	3361	15	6	5455	2974	2747	2779	12	3183	2476	2091	3143	809
N8896	50	0	7	0	93	0	70	81	0	207	0	0	335	124	0	109	0	190	0	115	160	1
N8897	0	0	2	0	3	0	3	3	0	6	4	0	8	4	3	3	0	1	0	4	8	0
N8898	0	0	0	0	0	2	1	0	0	1	0	0	9	5	0	1	0	2	0	4	1	0
N8899	1	0	2	0	6	0	2	0	2	3	0	0	21	2	0	0	0	2	2	0	3	0
N8900	58	0	50	4	103	0	205	132	0	545	0	0	1302	237	0	222	1	275	0	194	419	2
N8901	8	0	2	0	14	0	14	5	0	47	0	0	106	10	0	10	2	51	2	13	38	0
N8903	8	0	0	0	4	0	3	16	0	12	0	0	15	11	0	21	0	15	0	11	17	0
N8908	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
N8912	833	2	52	0	775	2	334	1621	0	2076	3	4	3005	1852	2	212	4	672	2	225	2015	0
N8913	294	2	29	0	321	3	128	749	0	948	0	1	1227	812	0	101	6	303	0	118	830	2
N8915	2	0	0	0	2	0	0	0	0	0	0	0	4	10	2	0	0	2	2	0	2	0
N8919	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	4	4	0	0	0	0	2
N8920	4	0	0	0	5	13	4	6	0	10	0	0	6	5	0	16	0	10	0	16	4	0
N8921	1	0	0	1	4	0	2	4	0	2	0	0	6	8	0	7	0	6	0	1	4	0
N8922	4	0	0	0	5	0	2	5	0	5	0	0	10	6	8	6	0	0	0	8	7	0
N8923	1	0	0	2	0	0	2	0	0	3	0	0	8	3	0	3	0	1	0	2	1	0
N8924	17	130	24	0	22	0	12	22	1	23	0	10	28	22	1	19	0	19	2	31	18	0
N8925	4	0	0	0	1	0	0	0	1	5	0	0	3	1	2	8	0	2	0	4	34	0
N8926	113	0	44	5	274	0	204	146	0	906	1	0	1407	541	0	247	4	279	0	180	609	1
N8927	2209	16	220	11	2276	5	1277	1394	4	3844	14	2	6261	1451	29	1860	8	2957	4	1384	3439	3
N8929	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
N8930	2	0	4	0	2	2	1	4	0	4	0	0	20	7	2	12	1	7	0	3	6	0
N8931	0	0	2	0	2	0	0	2	0	6	0	0	3	4	1	2	0	1	0	1	0	0
N8933	2	0	1	0	12	2	3	4	0	13	0	0	16	6	5	10	0	18	12	8	7	0
N8934	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0
N8935	317	1	24	0	163	16	101	208	0	218	0	0	251	186	0	175	0	200	0	141	168	2
N8937	10	0	2	0	20	4	4	12	0	10	0	0	23	12	0	20	0	22	0	19	13	0
N8938	2	0	2	1	2	0	8	4	4	4	0	0	6	11	8	16	2	7	0	16	0	5
N8939	0	16	25	0	0	0	0	0	2	0	0	0	3	3	0	2	0	27	0	7	24	0
N8940	2	0	0	0	0	4	1	1	0	2	0	0	2	0	0	0	0	0	0	6	3	0
N8941	7	0	60	2	16	8	9	27	2	22	4	10	23	12	0	21	0	7	6	18	34	0
N8942	7	0	1	0	6	0	2	2	0	6	0	1	11	4	0	11	0	2	1	5	3	0
N8944	17	0	0	1	10	6	2	18	0	8	1	2	34	25	0	26	0	28	18	12	15	0
N8945	495100	1223	19538	1209	259753	1393	166050	478447	638	491820	734	491	572551	542178	2271	793165	1858	966048	1670	915351	747093	1433
N8946	2	2	32	0	341	2	1	23	0	6	0	1	18	15	0	13	0	7	0	14	21	0
N8947	16	5	1	4	15	10	7	20	8	23	2	1	29	36	27	29	2	31	2	32	10	0
N8948	163	10	31	2	129	49	48	201	2	159	7	0	227	159	20	237	4	183	14	254	176	5
N8949	11	1	2	0	13	0	9	35	0	21	0	0	22	46	2	26	1	37	0	19	52	0
N8951	72	2	19	0	81	18	14	59	2	44	4	9	56	56	4	89	0	66	4	82	97	2
N8952	81	2	96	8	114	56	92	74	4	85	20	9	68	80	4	127	2	99	7	71	100	25
N8953	200	4	46	2	138	41	40	65	0	90	24	4	97	79	10	131	5	117	26	94	132	1
N8955	53	0	58	0	109	38	55	46	0	77	40	23	80	72	42	89	0	94	46	71	72	35
N8956	1	0	0	0	4	4	0	2	2	0	0	0	2	3	0	4	0	4	0	2	0	0
N8957	10	3	24	4	41	31	8	14	4	38	10	10	28	33	0	16	2	7	7	7	18	6
N8959	2	3	0	4	2	2	8	0	8	0	4	4	4	3	8	3	4	2	10	8	3	1
N8960	216	197	261	252	495	442	291	372	215	404	731	89	437	432	400	381	262	427	345	324	325	209
N8961	222	161	354	9	573	105	99	281	7	415	18	80	380	498	23	548	6	478	33	605	386	0
N8971	2	0	0	0	0	4	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
N8974	35	66	61	70	24	75	0	65	1	24	0	48	40	50	62	49	21	42	6	45	11	6
N8978	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	3	0	0	0	0	0	0
N898	1795	454	3400	12	3911	44	2732	2604	9	3381	6	2	3544	3562	1686	4066	14	3653	1125	3361	2821	754
N8980	0	0	1	2	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
N8981	33	29	42	58	14	55	0	51	0	17	5	27	32	37	35	52	9	30	3	44	13	1
N8982	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0
N8983	0	0	0	2	3	0	0	0	2	0	0	0	0	0	1	0	2	0	1	0	0	0
N8985	2	2	20	8	10	6	10	8	14	0	2	4	12	10	2	10	4	0	10	7	4	0
N8986	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
N8987	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
N8988	0	0	0	3	9	0	6	0	0	3	1	2	2	1	2	2	6	1	0	0	0	2
N8989	0	3	0	3	2	0	0	2	2	0	0	0	1	0	0	0	2	3	0	2	0	0
N8990	1	0	0	0	0	0	0	1	0	0	4	0	4	0	0	2	0	0	0	0	0	0
N8991	0	1	3	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
N8992	0	0	6	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	2
N8993	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
N8997	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
N8998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
N8999	1	0	0	0	4	0	0	2	0	0	0	0	183	0	0	0	0	0	0	1	0	0
N9001	0	0	2	0	0	1	2	0	0	1	0	0	11	0	1	1	0	0	0	0	0	0
N9003	0	0	0	2	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	0	0
N9004	0	0	0	0	4	0	2	2	0	4	0	2	2	3	0	3	0	0	0	1	2	0
N9008	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
N901	3	0	0	0	0	0	0	10	0	6	0	0	5	7	0	9	0	4	0	8	17	0
N9010	24	64	49	30	90	79	2	73	2	5	67	61	23	41	40	20	76	60	0	47	6	43
N9011	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
N9014	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
N9015	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N9017	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N9018	4	2	16	2	22	2783	1	7	0	9	2	6	10	12	2	8	18	8	2	10	2	0
N9019	43	0	6	6	21	2386	14	36	2	21	0	2	33	31	0	30	86	9	0	23	35	0
N902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
N9020	2	0	0	0	0	2075	0	4	2	2	0	2	0	0	0	0	78	0	0	0	0	0
N9021	0	0	0	0	4	0	1	1	0	6	0	0	7	2	0	2	0	0	0	4	0	0
N9023	1674	4	209	4	1540	6	139	491	1	638	3	0	678	903	0	171	3	435	5	785	655	4
N9024	2556	6	60	0	2045	3	207	745	4	1112	2	0	1185	971	6	281	0	252	2	572	646	0
N9025	245	0	27	0	284	20	32	78	4	98	0	0	91	89	0	31	0	41	0	79	144	0
N9026	254	0	30	0	259	12	23	41	2	86	0	0	84	94	0	43	0	44	0	51	95	0
N9029	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N9031	201	0	12	0	233	0	27	62	0	74	0	0	87	131	0	27	2	32	0	28	113	0
N9033	1	0	0	0	0	0	2	2	0	4	0	0	6	8	0	2	0	0	0	0	1	0
N9034	2	0	0	0	5	12	2	0	0	0	0	0	4	0	0	0	2	10	0	2	0	0
N9035	397	0	46	0	452	2	73	177	0	235	0	0	291	288	0	65	0	70	0	183	176	0
N9036	106	0	6	0	76	12	4	9	0	27	0	0	25	22	0	8	0	15	0	21	23	0
N9037	3	0	1	0	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
N9038	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
N9042	7	0	2	2	25	6	0	3	0	4	0	0	0	3	0	6	0	17	0	3	4	0
N9043	61	0	0	0	45	0	5	20	0	46	0	0	19	22	0	6	0	2	0	39	39	0
N9045	129	0	6	0	134	6	5	30	0	69	0	2	29	42	0	14	0	12	0	59	46	0
N9048	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N9049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
N9050	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
N9051	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
N9055	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
N9056	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
N9057	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
N906	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N9066	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
N9069	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N9071	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
N9072	6	0	0	0	2	0	1	2	0	4	0	0	5	4	0	2	0	1	0	4	4	0
N9074	0	0	0	0	6	3	0	0	0	0	6	0	0	0	0	2	0	3	0	0	0	0
N9075	0	0	12	5	2	0	0	0	2	0	58	1	0	1	16	0	2	0	2	0	0	50
N9076	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
N9077	0	0	0	0	2	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0
N9080	5	0	0	0	3	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
N9081	27	0	1	0	7	0	0	1	0	0	0	0	3	0	0	2	0	2	0	0	0	0
N9087	7	0	0	0	3	0	0	2	0	0	0	0	2	0	0	1	0	0	0	2	0	0
N909	0	0	1	0	2	0	0	2	0	0	0	0	5	0	0	2	0	2	0	6	4	0
N9093	21	0	0	0	0	0	10	15	0	16	4	0	29	12	0	34	0	107	0	8	104	0
N9094	6	0	0	0	0	2	0	2	0	2	4	0	4	0	0	4	0	2	0	0	10	0
N9095	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N9096	589	5	926	743	171	11	6	4	13	12	2996	31	514	10	800	504	146	13	18	9	8	2351
N9097	25	0	2	0	2	0	7	16	0	31	10	6	34	12	2	20	0	36	1	7	43	2
N9098	126	11	4	0	36	0	30	87	0	76	2	0	173	51	0	117	0	273	0	59	230	0
N9099	47	0	0	0	9	0	2	30	0	8	0	0	27	6	0	0	0	10	0	2	21	0
N9100	371	0	2	0	74	0	41	141	0	197	2	0	375	103	0	41	0	62	0	90	157	0
N9101	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	2	0
N9103	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
N9104	11	0	0	0	4	0	2	8	0	15	0	0	8	7	0	34	0	79	0	28	62	0
N9106	84	0	2	0	62	2	34	105	0	102	2	0	133	145	2	110	0	113	0	70	188	0
N9108	2	2	0	8	18	54	0	2	1	2	63	0	6	0	1	5	9	36	0	0	0	29
N9109	4	0	0	0	0	0	0	0	0	2	0	0	4	2	0	2	0	4	0	2	1	0
N9112	1	0	0	0	2	0	0	1	0	2	0	0	6	0	0	0	0	11	0	0	19	0
N9113	9	2	0	0	3	2	0	0	0	2	2	2	4	2	0	0	0	11	0	0	2	4
N9115	1	0	0	0	0	0	0	3	0	0	0	0	1	1	0	1	0	1	0	0	0	0
N9116	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
N9117	4	0	0	0	4	0	0	0	0	0	0	0	1	1	0	3	0	2	0	1	0	0
